species,pathway_id,pathway_name,gene_names,ncbi_id,uniprot_id,ko_number,ec_number
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",phosphoglycerate mutase-like protein 4,9270925,,KO:K15634,EC:5.4.2.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",enolase 1,4340042,,KO:K01689,EC:4.2.1.11
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",enolase,4348176,,KO:K01689,EC:4.2.1.11
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","enolase 1, chloroplastic",4346906,,KO:K01689,EC:4.2.1.11
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",enolase-like,4332253,,KO:K01689,EC:4.2.1.11
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",cytosolic enolase 3,4332356,,KO:K01689,EC:4.2.1.11
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase, cytosolic isozyme",4337406,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase, cytosolic isozyme",4324263,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase isozyme G, chloroplastic isoform X1",4349454,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase 1, cytosolic",4349774,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","plastidial pyruvate kinase 1, chloroplastic",4333694,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase 2, cytosolic",4351493,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",plastidial pyruvate kinase 2,4327173,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase isozyme A, chloroplastic",4342564,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate kinase 1, cytosolic-like",4350078,,KO:K00873,EC:2.7.1.40
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic",4334968,,KO:K00161,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-2, mitochondrial",4340640,,KO:K00161,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial",4330673,,KO:K00161,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial",4346159,,KO:K00162,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic",4352803,,KO:K00162,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-2, mitochondrial",4347531,,KO:K00162,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-4, chloroplastic",4333564,,KO:K00162,EC:1.2.4.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex, mitochondrial isoform X1",4339859,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial",4341113,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex, chloroplastic",4351678,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial isoform X1",4343003,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial",4328010,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic",4345640,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic",4347022,,KO:K00627,EC:2.3.1.12
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, mitochondrial",4326980,,KO:K00382,EC:1.8.1.4
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, chloroplastic",4337862,,KO:K00382,EC:1.8.1.4
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, chloroplastic",4326849,,KO:K00382,EC:1.8.1.4
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase, mitochondrial",4337881,,KO:K00382,EC:1.8.1.4
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",L-lactate dehydrogenase A,4328012,,KO:K00016,EC:1.1.1.27
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",L-lactate dehydrogenase B,4339856,,KO:K00016,EC:1.1.1.27
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",pyruvate decarboxylase 1,4339066,,KO:K01568,EC:4.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",pyruvate decarboxylase 1,4339068,,KO:K01568,EC:4.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",pyruvate decarboxylase 2,4324066,,KO:K01568,EC:4.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",pyruvate decarboxylase 2,4332519,,KO:K01568,EC:4.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",pyruvate decarboxylase 3,4344382,,KO:K01568,EC:4.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase class-3  [EC:1.1.1.1 1.1.1.284],4331130,,KO:K00121,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase-like 7  [EC:1.1.1.1 1.1.1.284],4331893,,KO:K00121,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase-like 2  [EC:1.1.1.1 1.1.1.284],4331894,,KO:K00121,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase-like 2  [EC:1.1.1.1 1.1.1.284],4343942,,KO:K00121,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase 1,4350053,,KO:K18857,EC:1.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase 2,4350054,,KO:K18857,EC:1.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase-like 4,4348152,,KO:K00001,EC:1.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase-like 6,4330090,,KO:K00001,EC:1.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",alcohol dehydrogenase 2,4350055,,KO:K00001,EC:1.1.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldo-keto reductase family 4 member C10 isoform X1,4327475,,KO:K00002,EC:1.1.1.2
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","aldehyde dehydrogenase family 2 member B7, mitochondrial",4340725,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","aldehyde dehydrogenase family 2 member B7, mitochondrial",4330612,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 3 member H1,4349966,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 3 member F1,4336538,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 3 member F1,4330146,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 3 member F1,4330149,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 3 member H1,9271186,,KO:K00128,EC:1.2.1.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldehyde dehydrogenase family 7 member A1  [EC:1.2.1.3 1.2.1.8 1.2.1.31],4347172,,KO:K14085,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal",4335745,,KO:K01895,EC:6.2.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal",4329518,,KO:K01895,EC:6.2.1.1
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","acetate/butyrate--CoA ligase AAE7, peroxisomal  [EC:6.2.1.2 6.2.1.1]",4332592,,KO:K01913,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","acetate/butyrate--CoA ligase AAE7, peroxisomal  [EC:6.2.1.2 6.2.1.1]",4332593,,KO:K01913,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4336037,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4329753,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4332976,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4348138,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4336039,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",aldose 1-epimerase,4346383,,KO:K01785,EC:5.1.3.3
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","phosphoglucomutase, cytoplasmic 2",4333895,,KO:K01835,EC:5.4.2.2
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
","phosphoglucomutase, chloroplastic",4348230,,KO:K01835,EC:5.4.2.2
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase isoform X1,4328481,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase,4327164,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase,4337265,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase,4346747,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase,4339654,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase isoform X1,9268618,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",putative glucose-6-phosphate 1-epimerase,9269126,,KO:K01792,EC:5.1.3.15
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",multiple inositol polyphosphate phosphatase 1  [EC:3.1.3.80 3.1.3.62],4334577,,KO:K03103,
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,4345685,,KO:K00131,EC:1.2.1.9
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",phosphoenolpyruvate carboxykinase [ATP],4332293,,KO:K01610,EC:4.1.1.49
osa,ko00010,"path:osa00010	Glycolysis / Gluconeogenesis - Oryza sativa japonica (Japanese rice) (RefSeq)
",phosphoenolpyruvate carboxykinase [ATP],4348268,,KO:K01610,EC:4.1.1.49
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","citrate synthase 3, peroxisomal",4328812,,KO:K01647,EC:2.3.3.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","citrate synthase 4, mitochondrial",4328598,,KO:K01647,EC:2.3.3.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","citrate synthase 4, mitochondrial",4350660,,KO:K01647,EC:2.3.3.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",ATP-citrate synthase beta chain protein 1,4325777,,KO:K01648,EC:2.3.3.8
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",ATP-citrate synthase alpha chain protein 3,4352549,,KO:K01648,EC:2.3.3.8
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",ATP-citrate synthase alpha chain protein 2,9272295,,KO:K01648,EC:2.3.3.8
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",ATP-citrate synthase subunit alpha chain protein 1,9272485,,KO:K01648,EC:2.3.3.8
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","putative aconitate hydratase, cytoplasmic",4340833,,KO:K01681,EC:4.2.1.3
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","putative aconitate hydratase, cytoplasmic",4331547,,KO:K01681,EC:4.2.1.3
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","putative aconitate hydratase, cytoplasmic",9270306,,KO:K01681,EC:4.2.1.3
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",isocitrate dehydrogenase [NADP],4336353,,KO:K00031,EC:1.1.1.42
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",isocitrate dehydrogenase [NADP],4339674,,KO:K00031,EC:1.1.1.42
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",cytosolic isocitrate dehydrogenase [NADP],4327213,,KO:K00031,EC:1.1.1.42
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",cytosolic isocitrate dehydrogenase [NADP],4324176,,KO:K00031,EC:1.1.1.42
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial",4336169,,KO:K00030,EC:1.1.1.41
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","isocitrate dehydrogenase [NAD] catalytic subunit 5, mitochondrial",4324442,,KO:K00030,EC:1.1.1.41
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial isoform X1",4329858,,KO:K00030,EC:1.1.1.41
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","2-oxoglutarate dehydrogenase, mitochondrial",4335673,,KO:K00164,EC:1.2.4.2
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","2-oxoglutarate dehydrogenase, mitochondrial",4344403,,KO:K00164,EC:1.2.4.2
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial isoform X1",4335689,,KO:K00658,EC:2.3.1.61
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial",9266803,,KO:K00658,EC:2.3.1.61
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, mitochondrial",4326980,,KO:K00382,EC:1.8.1.4
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, chloroplastic",4337862,,KO:K00382,EC:1.8.1.4
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase 1, chloroplastic",4326849,,KO:K00382,EC:1.8.1.4
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","dihydrolipoyl dehydrogenase, mitochondrial",4337881,,KO:K00382,EC:1.8.1.4
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","probable succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial  [EC:6.2.1.5 6.2.1.4]",4343710,,KO:K01899,
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial  [EC:6.2.1.5 6.2.1.4]",4330016,,KO:K01900,
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",4342350,,KO:K00234,EC:1.3.5.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial isoform X2",4344541,,KO:K00235,EC:1.3.5.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial",4346890,,KO:K00235,EC:1.3.5.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinate dehydrogenase subunit 3-1, mitochondrial",4328125,,KO:K00236,
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","succinate dehydrogenase subunit 3-2, mitochondrial",4343404,,KO:K00236,
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","fumarate hydratase 1, mitochondrial",4332774,,KO:K01679,EC:4.2.1.2
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, cytoplasmic",4348905,,KO:K00025,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, cytoplasmic-like",4336595,,KO:K00025,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, glyoxysomal",4352871,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, glyoxysomal-like",4334274,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, mitochondrial",4326249,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, chloroplastic",4327423,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, chloroplastic",4345657,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, mitochondrial",4339682,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","malate dehydrogenase, chloroplastic",4343993,,KO:K00026,EC:1.1.1.37
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",phosphoenolpyruvate carboxykinase [ATP],4332293,,KO:K01610,EC:4.1.1.49
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
",phosphoenolpyruvate carboxykinase [ATP],4348268,,KO:K01610,EC:4.1.1.49
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic",4334968,,KO:K00161,EC:1.2.4.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-2, mitochondrial",4340640,,KO:K00161,EC:1.2.4.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial",4330673,,KO:K00161,EC:1.2.4.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial",4346159,,KO:K00162,EC:1.2.4.1
osa,ko00020,"path:osa00020	Citrate cycle (TCA cycle) - Oryza sativa japonica (Japanese rice) (RefSeq)
","pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic",4352803,,KO:K00162,EC:1.2.4.1
